Slovoforma,lemma,part_of_speech,letters_in_slovoforma,slogi_slovoforma,rang_frequency_NKRIA,IA_DWELL_TIME_%,IA_AVERAGE_FIX_PUPIL_SIZE,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_TIME,IA_FIRST_FIX_PROGRESSIVE,IA_FIRST_RUN_FIXATION_%,IA_REGRESSION_IN,IA_REGRESSION_OUT,IA_REGRESSION_PATH_DURATION,TRIAL_FIXATION_COUNT,sex,grade
цветов,цветы,S,6,2,4,0.0242,1189.67,132,5182,0,0.0078,1,0,132,129,m,1
умкой,умка,S,5,2,1,0.0229,1439,172,6720,0,0.0194,0,0,906,155,f,1
георгинов,георгин,S,9,4,1,0.0424,1362.67,246,9360,1,0.037,0,0,906,81,m,1
себя,себя,P,4,2,5,0.0261,1168.5,254,8282,0,0.0183,0,0,906,109,m,2
мясо,мясо,S,4,2,4,0.0171,1375.33,302,13646,0,0.0152,0,0,1100,197,f,1
подумала,подумать,V,8,4,5,0.0285,1175.75,330,10092,0,0.0377,0,0,906,106,m,2
устройств,устройство,S,9,2,3,0.022,1108,542,20586,0,0.0145,0,0,906,138,f,1
зимой,зима,ADV,5,2,5,0.0134,1698.5,658,68570,1,0.0113,0,0,906,177,f,1
все,все,P,3,1,5,0.0237,930,906,22858,0,0.0069,0,0,906,145,f,1
холодно,холодно,ADV,7,3,5,0.0356,2064.67,362,22760,1,0.0316,0,0,908,95,f,2
гладиолусов,гладилоус,S,11,5,1,0.0548,1108.75,136,4902,0,0.0606,0,0,910,66,f,3
красные,красный,A,7,3,5,0.0577,609.75,412,14976,1,0.0161,0,1,1150,62,f,2
мясо,мясо,S,4,2,4,0.0192,697,770,9676,0,0.0123,0,0,910,162,f,2
унесло,уносить,V,6,3,2,0.0391,1003.33,120,21844,1,0.028,0,0,912,107,m,2
компьютером,компьютер,S,11,4,3,0.0226,1122.33,174,23178,0,0.0238,0,0,912,126,m,2
кинулась,кинуться,V,8,3,3,0.0287,1076.67,276,16320,1,0.0094,0,1,1168,106,m,2
летом,лето,ADV,5,2,5,0.0191,851.33,298,46142,1,0.0164,0,0,912,183,f,1
было,быть,V,4,2,5,0.0167,1124,424,43208,1,0.0119,0,0,912,168,f,1
мышке,мышка,S,5,2,1,0.0357,1391,656,3662,0,0.0274,0,0,912,73,m,1
умкой,умка,S,5,2,1,0.0358,1791.5,782,3322,0,0.0211,0,0,912,95,f,2
юркая,юркий,A,5,3,1,0.0508,1113.5,146,17200,1,0.0513,0,0,914,78,f,1
строительных,строительный,A,12,4,4,0.0302,1671.75,258,23010,1,0.025,1,0,628,120,f,2
площадках,площадка,S,9,3,3,0.0485,987.5,224,14628,0,0.044,0,0,916,91,f,2
одно,один,NUM,4,2,5,0.0311,639.75,250,11094,0,0.0175,1,0,464,114,f,1
народ,народ,S,5,2,5,0.0197,1216.5,280,9024,0,0.0182,1,0,718,165,f,2
арктики,арктика,S,7,3,3,0.0262,1208,296,9190,0,0.024,0,0,916,125,f,1
городских,городской,A,9,3,4,0.0158,1526.67,508,53970,1,0.0146,0,0,916,205,f,1
возмущала,возмущать,V,9,4,1,0.0441,1448,154,7962,0,0.0333,1,0,542,90,m,3
умка,умка,S,4,2,1,0.0434,1140.67,176,3982,0,0.0128,0,0,950,78,m,1
метко,метко,ADV,5,2,3,0.0198,1159.6,196,2398,0,0.0055,1,0,850,182,m,1
воспитывают,воспитывать,V,11,5,1,0.0248,1169,206,16722,0,0.0059,1,0,1090,170,f,1
гоняет,гонять,V,6,3,1,0.0142,1041.75,226,67102,1,0.0079,0,0,512,254,m,1
посеяли,посеять,V,7,4,1,0.0548,1094.5,260,1388,0,0.0263,0,0,918,76,f,2
холодно,холодно,ADV,7,3,5,0.0263,1259.33,308,31706,1,0.024,0,0,918,125,f,1
маленькая,маленький,A,9,4,5,0.0228,1065.67,592,31432,1,0.0238,0,0,918,126,m,2
белые,белый,A,5,3,5,0.023,1418.75,118,40930,1,0.014,1,0,484,143,f,1
так,так,ADV,3,1,5,0.012,1914.75,222,6470,0,0.0096,1,0,490,209,f,1
горшок,горшок,S,6,2,2,0.0154,1490,420,3302,0,0.0164,0,0,920,244,f,1
зимой,зима,ADV,5,2,5,0.0136,1280,470,65950,1,0.014,0,0,920,214,m,1
устройств,устройство,S,9,2,3,0.055,1130.5,164,5016,0,0.0169,0,0,1200,59,f,2
ничего,ничего,ADV,6,3,4,0.0158,1262,224,62052,1,0.0168,0,1,1567,179,f,1
собака,собака,S,6,3,5,0.029,838.75,292,596,0,0.0377,0,0,922,106,m,2
траве,трава,S,5,2,4,0.0286,951,396,476,0,0.022,1,0,598,91,f,1
отправляется,отправляться,V,12,5,4,0.0221,1751.5,148,22150,1,0.0069,0,0,148,145,f,1
ребенок,ребенок,S,7,3,4,0.0465,1094,236,12632,1,0.0114,0,1,3342,88,f,2
посадили,посадить,V,8,4,4,0.024,935.75,166,9512,0,0.0258,0,0,926,155,f,1
метко,метко,ADV,5,2,3,0.0201,1778,472,5458,0,0.0068,1,0,472,147,f,1
сразу,сразу,ADV,5,2,4,0.0187,1046.5,638,44242,1,0.0057,0,1,1102,176,m,2
несёт,нести,V,5,2,4,0.0175,1557.8,138,446,0,0.0051,1,0,18126,197,f,1
похуже,плохо,ADV,6,3,2,0.0278,867.8,174,11606,0,0.0362,0,0,928,138,m,2
путешествие,путешествие,S,11,5,4,0.0235,1498.8,176,33078,1,0.0065,0,1,1966,155,f,1
переделках,переделка,S,10,4,1,0.04,1063.67,250,7982,0,0.0375,1,0,928,80,f,3
похожа,похожий,A,6,3,4,0.0363,1552,252,96,1,0.0137,0,1,16310,73,m,1
посадили,посадить,V,8,4,4,0.0232,1202,340,6738,0,0.028,0,0,928,143,f,1
луковицы,луковица,S,8,4,2,0.0234,1516.5,570,10126,0,0.0217,0,0,928,92,m,1
траве,трава,S,5,2,4,0.0425,1264.75,238,436,0,0.0345,1,0,704,87,m,1
красные,красный,A,7,3,5,0.0535,884.33,312,16078,0,0.0411,0,0,930,73,f,3
мясо,мясо,S,4,2,4,0.0223,1234.67,580,14192,1,0.0091,1,0,580,110,f,1
увидала,увидать,V,7,3,3,0.0197,752.5,108,10688,0,0.0247,0,0,932,162,f,2
сразу,сразу,ADV,5,2,4,0.0363,962.25,154,21724,1,0.0097,0,1,1808,103,f,3
выполняет,выполнять,V,9,4,4,0.0468,1491.75,152,9684,0,0.0222,1,0,926,90,m,3
шуба,шуба,S,4,2,3,0.0234,1281.5,244,44560,1,0.0138,0,0,934,145,f,2
одно,один,NUM,4,2,5,0.0458,725,126,5972,0,0.0345,1,0,692,87,f,3
голуби,голубь,S,6,2,3,0.0471,1016.2,128,9724,0,0.0602,0,0,938,83,m,2
скрипит,скрипеть,V,7,2,3,0.0502,1545,150,3018,0,0.0513,0,0,938,78,f,3
холодно,холодно,ADV,7,3,5,0.0185,1080.6,134,288,1,0.0053,0,1,33664,188,m,1
возмущала,возмущать,V,9,4,1,0.0302,1553.67,154,12624,0,0.0242,0,0,940,124,f,3
голуби,голубь,S,6,2,3,0.043,1283,180,13692,0,0.0345,1,0,642,87,m,1
компьютером,компьютер,S,11,4,3,0.0461,1076.5,220,11462,1,0.0645,0,0,940,62,f,1
благоустройстве,благоустройство,S,15,5,1,0.0471,1802,260,17710,1,0.0444,0,0,940,90,m,3
воде,вода,S,4,2,5,0.0148,1004.67,284,22602,0,0.0161,0,0,940,186,f,1
красные,красный,A,7,3,5,0.0235,1277,298,36748,1,0.014,1,0,574,143,f,1
появились,появиться,V,9,4,5,0.0584,2451.6,142,7532,0,0.0137,0,0,1130,73,m,3
горшок,горшок,S,6,2,2,0.0255,1106.75,178,3516,0,0.0235,0,0,942,170,f,1
компьютером,компьютер,S,11,4,3,0.0562,1073.75,238,8084,0,0.0678,0,0,942,59,f,2
хозяйстве,хозяйство,S,9,3,4,0.0178,1241.5,240,32934,0,0.0175,1,0,734,171,f,1
разноцветные,разноцветный,A,12,4,3,0.0527,1029.75,346,16126,0,0.0645,0,0,944,62,f,3
изобрёл,изобретать,V,7,3,3,0.0234,1114.25,398,10104,0,0.0238,1,0,800,126,m,2
гоняет,гонять,V,6,3,1,0.0378,1421,414,26204,1,0.0087,0,1,1390,115,m,1
ничего,ничего,ADV,6,3,4,0.0254,1310.75,152,39640,1,0.0078,0,1,2286,128,f,2
ухаживали,ухаживать,V,9,5,3,0.0586,2128.25,280,9740,1,0.0548,0,0,946,73,m,3
вспомнил,вспомнить,V,8,2,5,0.0671,1152,554,1400,0,0.0417,1,0,946,72,m,2
арктики,арктика,S,7,3,3,0.024,1530.5,112,10634,0,0.0258,0,0,948,155,f,1
маленькая,маленький,A,9,4,5,0.0631,1297.6,170,8746,1,0.0164,0,1,6438,61,f,1
бывал,быть,V,5,2,4,0.0115,561,174,10778,0,0.0031,1,0,1326,319,f,1
унесло,уносить,V,6,3,2,0.0219,1596.67,202,43396,1,0.027,0,0,948,111,m,1
мышке,мышка,S,5,2,1,0.0527,1234.25,246,3428,0,0.0256,1,0,392,78,f,1
вспомнил,вспомнить,V,8,2,5,0.0373,1139,274,1918,0,0.0465,0,0,948,86,m,2
трактор,трактор,S,7,2,3,0.0313,1617.75,296,5946,0,0.0333,0,0,948,120,f,2
возмущала,возмущать,V,9,4,1,0.0369,870.75,322,6362,0,0.0388,0,0,948,103,f,3
строительных,строительный,A,12,4,4,0.0469,981.75,188,14022,1,0.0476,0,0,950,84,f,3
народ,народ,S,5,2,5,0.018,1104.67,206,5696,0,0.0175,0,0,950,171,f,1
астры,астра,S,5,4,2,0.0247,1644.5,254,35796,1,0.0296,0,0,950,135,f,1
гоняет,гонять,V,6,3,1,0.019,1200.67,342,60672,1,0.0195,0,0,950,154,m,2
заходит,заходить,V,7,3,4,0.0445,1412,362,8544,0,0.0548,0,0,950,73,m,1
воспитывают,воспитывать,V,11,5,1,0.0371,901.4,154,8942,0,0.0097,0,0,1104,103,f,3
кинулась,кинуться,V,8,3,3,0.0409,987,156,13972,0,0.0187,0,0,1166,107,m,2
медведя,медведь,S,7,3,4,0.0517,1566.8,166,2582,0,0.0375,1,0,578,80,m,3
красные,красный,A,7,3,5,0.0227,1190.67,268,41544,0,0.0131,0,0,952,153,f,2
сразу,сразу,ADV,5,2,4,0.0109,1615.5,164,70332,0,0.0124,0,0,954,323,f,1
народ,народ,S,5,2,5,0.0152,1075.25,268,8484,0,0.0148,0,0,1710,203,m,2
хватается,хвататься,V,9,4,2,0.0116,605,136,76054,0,0.0094,1,0,1916,319,f,1
воспитывают,воспитывать,V,11,5,1,0.0383,1323.25,150,12710,0,0.0261,1,0,792,115,m,1
ничего,ничего,ADV,6,3,4,0.0242,1037,162,42250,1,0.0127,0,1,1044,158,m,1
работы,работа,S,6,3,5,0.0173,1726,250,34534,1,0.0181,0,0,956,221,f,1
дрозды,дрозд,S,6,1,2,0.0291,632.75,306,30140,1,0.0388,0,0,956,103,f,2
певчие,певчий,A,6,2,3,0.0597,1178.75,358,14612,1,0.0597,0,0,956,67,f,1
того,то,P,4,2,5,0.0357,1313,956,16954,0,0.011,0,0,956,91,f,2
той,тот,P,3,1,5,0.0397,1455.33,112,14824,0,0.0196,1,0,274,102,f,3
живёт,жить,V,5,2,5,0.0449,1445,214,5098,0,0.0411,1,0,714,73,m,1
берлогу,берлога,S,7,3,2,0.0274,1123,326,16186,0,0.024,0,0,958,125,f,1
золотая,золотой,A,7,3,4,0.0257,687,302,27092,0,0.0152,1,0,960,132,f,1
сломанный,сломать,VP,9,3,1,0.0251,1905.33,206,2604,0,0.0222,0,0,962,135,f,2
умке,умке,S,4,2,1,0.0243,1485.75,226,36244,1,0.0258,0,0,962,155,f,1
затем,затем,CON,5,2,5,0.0201,901.67,392,31426,0,0.0055,0,0,1326,183,f,1
шуба,шуба,S,4,2,3,0.0378,1464.25,470,27182,1,0.0421,0,1,973,95,f,2
городских,городской,A,9,3,4,0.0209,1664,552,38300,1,0.0204,0,0,962,147,f,1
скрипит,скрипеть,V,7,2,3,0.0974,1055.5,171,99,1,0.0312,0,1,1819,32,f,2
современный,современный,A,11,4,4,0.0476,916.17,114,360,0,0.0119,1,0,4350,84,f,3
при,при,PR,3,1,5,0.0153,989,142,49956,0,0.0099,1,0,1442,203,m,2
бывал,быть,V,5,2,4,0.0164,953.33,206,2382,0,0.0052,0,0,438,193,f,2
хозяйстве,хозяйство,S,9,3,4,0.0207,1236.6,256,22990,1,0.0303,0,1,5662,165,f,2
небось,небось,ADV,6,2,3,0.0386,1366.5,296,25642,1,0.0174,1,0,518,115,m,1
другая,другой,A,6,3,5,0.0188,1405.33,592,20632,0,0.0179,0,0,964,168,m,1
ухаживали,ухаживать,V,9,5,3,0.0267,1280.5,730,26328,1,0.0146,0,0,964,137,f,1
при,при,PR,3,1,5,0.0234,1497.8,146,26414,1,0.0065,1,1,2008,154,f,3
изобрёл,изобретать,V,7,3,3,0.0667,1627.33,354,3224,0,0.0159,1,0,594,63,f,3
делает,делать,V,6,3,5,0.0288,1438,746,14586,0,0.0238,0,0,966,84,m,1
расцвели,расцвести,V,8,3,2,0.0244,1253.5,138,24658,1,0.0109,0,1,7268,92,m,1
вспомнил,вспомнить,V,8,2,5,0.0578,1134,142,296,0,0.0169,1,0,1600,59,f,2
управляют,управлять,V,9,4,3,0.0668,1512.8,170,7306,0,0.0317,1,0,466,63,f,3
стучат,стучать,V,6,2,3,0.0295,750.33,248,13218,0,0.0291,0,0,968,103,f,2
небось,небось,ADV,6,2,3,0.0194,1126.5,286,56372,1,0.013,0,1,4012,154,m,2
выполняет,выполнять,V,9,4,4,0.0209,1015,366,20882,0,0.0055,1,0,1100,182,m,1
своё,свое,A,4,2,5,0.0513,2110.67,606,16678,1,0.0385,0,0,968,78,f,3
называется,называться,V,10,5,5,0.0579,1128.5,134,9154,0,0.0169,0,0,1468,59,f,2
щёку,щека,S,4,2,3,0.0105,1194.4,138,12540,0,0.0034,1,0,2686,295,m,1
переделках,переделка,S,10,4,1,0.0609,1386,154,1778,0,0.012,1,0,154,83,f,3
несправедливость,несправедливость,S,16,5,2,0.043,796,158,9800,0,0.0357,0,0,970,84,f,2
певчие,певчий,A,6,2,3,0.052,1396.4,126,17372,0,0.0641,0,0,972,78,f,3
лошадей,лошадь,S,7,3,5,0.0255,938.8,134,19600,0,0.0345,0,0,972,145,f,1
ничего,ничего,ADV,6,3,4,0.0489,1039,204,28012,1,0.0455,0,1,1486,88,f,2
клубни,клубень,S,6,2,2,0.0602,2301,236,1400,0,0.0137,0,0,4764,73,m,3
мальчики,мальчик,S,8,3,4,0.0252,953,360,8488,0,0.0194,0,0,972,155,f,1
горшок,горшок,S,6,2,2,0.0196,1060,510,6256,0,0.0114,0,0,698,176,m,2
живёт,жить,V,5,2,5,0.0246,1587.2,122,7742,0,0.0258,1,0,678,155,f,1
заходит,заходить,V,7,3,4,0.0743,1494.33,124,1854,0,0.0317,0,0,294,63,f,3
так,так,ADV,3,1,5,0.0177,1633.6,184,4920,0,0.009,1,0,330,221,f,1
увидала,увидать,V,7,3,3,0.0307,1009.5,200,7300,0,0.0377,0,0,974,106,m,2
летом,лето,ADV,5,2,5,0.0255,1464.67,208,37852,1,0.0216,0,0,974,139,f,1
воспитание,воспитание,S,10,4,3,0.0163,1439.8,181,101,1,0.0041,0,1,26461,244,f,1
летом,летом,ADV,5,2,5,0.0111,1592.5,98,20630,0,0.0165,0,0,1120,243,f,1
посеяли,посеять,V,7,4,1,0.0249,1389.6,146,2534,0,0.0115,0,0,350,174,f,1
гоняет,гонять,V,6,3,1,0.0182,538.67,470,59730,1,0.0162,0,0,976,185,f,2
ничего,ничего,ADV,6,3,4,0.0241,1413.83,170,44386,1,0.0058,0,1,1506,172,f,1
тундру,тундра,S,6,2,2,0.0462,1014,194,7260,0,0.0256,0,0,414,78,m,1
возмущала,возмущать,V,9,4,1,0.0396,1041.2,220,6290,0,0.0196,0,0,2008,102,f,3
арктики,арктика,S,7,3,3,0.0232,1591,236,9762,0,0.0178,0,0,978,169,f,1
территорий,территория,S,10,4,4,0.0462,1090,312,20254,1,0.0548,0,0,978,73,m,1
щёку,щека,S,4,2,3,0.0413,2364.5,658,3710,0,0.0108,0,0,1456,93,f,3
похуже,плохо,ADV,6,3,2,0.0315,1453.67,228,10332,0,0.0081,0,0,1336,124,f,3
человек,человек,S,7,3,5,0.0391,848.75,402,524,0,0.0119,1,0,402,84,f,2
гоняет,гонять,V,6,3,1,0.0335,1074,260,29624,1,0.0088,1,0,260,114,m,1
может,может,PART,5,2,4,0.0243,1613.33,468,33462,0,0.0069,1,0,468,145,f,3
летом,летом,ADV,5,2,5,0.0191,1054.5,578,30246,0,0.0124,0,0,982,161,m,2
несёт,нести,V,5,2,4,0.0192,1417,982,23408,0,0.006,0,0,982,168,m,1
щёки,щека,S,4,2,3,0.0394,1370,120,288,0,0.0087,1,0,3814,115,m,1
трудоемкие,трудоемкий,A,10,5,1,0.0521,1057.6,172,9622,0,0.044,1,0,984,91,f,2
сельском,сельский,A,8,2,3,0.0521,1107.75,172,7110,1,0.022,1,0,416,91,f,2
несколько,несколько,ADV,9,3,5,0.012,736.25,300,30074,0,0.0156,0,0,984,256,f,1
несколько,несколько,ADV,9,3,5,0.0212,1012.5,322,18086,0,0.022,0,0,1354,182,m,1
хвостиком,хвостик,S,9,3,3,0.0242,1365.67,372,42756,1,0.0227,0,1,1684,132,m,1
летом,лето,ADV,5,2,5,0.0288,1324,402,36288,1,0.0315,0,0,984,127,f,3
чернильницу,чернильница,S,11,4,2,0.0258,1776.2,146,35728,1,0.037,0,0,986,135,f,2
мышка,мышка,S,5,2,3,0.0657,1343.33,166,6756,1,0.0164,0,0,166,61,f,1
увидала,увидать,V,7,3,3,0.0507,1251.33,458,8736,0,0.0278,1,0,704,72,f,1
того,то,P,4,2,5,0.0173,1376.33,124,39610,0,0.018,0,0,988,167,m,1
собака,собака,S,6,3,5,0.0181,1069,148,450,0,0.0238,1,0,988,168,f,1
переделках,переделка,S,10,4,1,0.0649,1476.5,220,4808,0,0.0563,0,0,988,71,f,3
сломанный,сломать,VP,9,3,1,0.0182,1197,600,2812,0,0.0122,1,0,862,164,m,1
ничего,ничего,ADV,6,3,4,0.0168,991,148,79000,1,0.0207,0,0,990,193,f,2
компьютером,компьютер,S,11,4,3,0.0426,1228.67,194,16190,1,0.038,0,1,1158,79,m,2
шла,идти,V,3,1,5,0.0156,1148.67,416,2136,0,0.0161,0,0,990,186,f,1
траве,трава,S,5,2,4,0.0202,1106.6,126,346,0,0.0071,1,0,992,140,f,1
буратино,буратино,S,8,4,2,0.0246,1298.6,144,334,0,0.0276,1,0,840,145,f,3
пёс,пёс,S,3,1,3,0.0153,1053,290,63728,1,0.0197,0,0,992,254,m,1
реку,река,S,4,2,4,0.0194,1396.33,508,6410,0,0.0179,0,0,992,168,m,1
жук,жук,S,3,1,3,0.0202,1147,210,8946,0,0.0214,0,0,994,140,f,1
сойка,сойка,S,5,1,1,0.0345,980.5,398,29686,1,0.0213,0,0,994,94,m,2
поют,петь,V,4,2,4,0.0511,1349.67,548,15812,0,0.0139,0,0,1258,72,f,1
она,она,P,3,1,5,0.0468,1196.5,273,99,1,0.0133,0,1,15159,75,m,1
возмущала,возмущать,V,9,4,1,0.0156,879.2,150,15284,0,0.0043,1,0,7880,230,f,3
медведя,медведь,S,7,3,4,0.0237,1527.83,186,4226,0,0.0118,1,0,312,169,f,1
выполняет,выполнять,V,9,4,4,0.0188,1139,298,22504,0,0.0175,0,0,996,171,f,1
сойка,сойка,S,5,1,1,0.0849,863,384,11342,1,0.0476,0,0,1437,42,f,2
мясо,мясо,S,4,2,4,0.0231,1594,146,17830,0,0.009,1,0,146,111,m,1
мышка,мышка,S,5,2,3,0.0968,1124.33,288,4500,1,0.025,0,0,288,40,f,2
сразу,сразу,ADV,5,2,4,0.0162,1113,290,52542,1,0.0052,1,1,9362,191,m,2
десятков,десяток,S,8,3,4,0.0202,1545,304,19302,0,0.0165,1,0,786,121,m,1
трещат,трещать,V,6,2,2,0.0502,1044.75,208,1270,0,0.0482,0,0,1000,83,m,2
маленькая,маленький,A,9,4,5,0.0431,1359,240,22810,1,0.0506,0,0,1000,79,m,2
чем,что,CON,3,1,5,0.0415,1473.5,240,25944,1,0.0196,0,1,1284,102,f,3
спит,спать,V,4,1,4,0.0238,1385.6,258,19112,1,0.0059,1,1,4576,169,f,1
зимой,зима,ADV,5,2,5,0.025,1230.75,266,35122,1,0.0069,1,1,3814,145,f,2
буратино,буратино,S,8,4,2,0.0167,1696.5,298,640,0,0.015,1,0,736,267,f,1
семена,семена,S,6,3,4,0.0179,1583.33,320,8016,0,0.0201,0,0,1000,149,f,1
астры,астра,S,5,4,2,0.0252,1434,330,35280,1,0.0217,0,0,1000,92,m,1
горшок,горшок,S,6,2,2,0.0184,1171,450,3732,0,0.0122,1,0,632,164,m,1
мясо,мясо,S,4,2,4,0.0195,1404,590,10802,0,0.0179,0,0,1000,168,m,1
конь,конь,S,4,1,4,0.0173,1425.25,102,3194,0,0.0195,0,0,1002,205,f,1
ничего,ничего,ADV,6,3,4,0.03,945.75,218,41330,1,0.029,0,0,1002,138,m,2
семена,семена,S,6,3,4,0.0261,1610.33,510,4762,0,0.0222,0,0,1002,135,f,1
увидала,увидать,V,7,3,3,0.0588,1128,171,89,1,0.0172,0,1,8935,58,f,2
трактор,трактор,S,7,2,3,0.0182,1800,176,20552,0,0.0136,1,0,818,221,f,1
похуже,плохо,ADV,6,3,2,0.0269,959.67,188,8628,0,0.0234,0,0,1004,128,f,2
через,через,PR,5,2,5,0.0183,1207.5,188,3840,0,0.0179,1,0,842,168,f,1
когда,когда,ADV,5,2,5,0.0558,1349.75,212,3952,0,0.0256,0,0,1560,78,f,1
того,то,P,4,2,5,0.0374,1005.33,528,19694,1,0.0265,0,0,1004,113,f,1
ребенок,ребенок,S,7,3,4,0.0155,1000,194,46344,1,0.0118,1,0,648,254,m,1
детей,ребенок,S,5,2,4,0.0148,772.75,208,25228,1,0.0044,0,1,6868,229,f,1
спит,спать,V,4,1,4,0.0149,1469,228,42652,1,0.0113,0,0,1006,177,f,1
сиди,сидеть,V,4,2,3,0.017,1332.33,414,32202,0,0.0065,1,0,414,153,m,1
при,при,PR,3,1,5,0.0144,1048,708,51516,0,0.0092,0,0,1006,218,m,1
называется,называться,V,10,5,5,0.0696,1589.8,134,9122,0,0.0159,1,0,1458,63,f,3
вспомнил,вспомнить,V,8,2,5,0.0434,1516.25,218,1184,0,0.0253,1,0,404,79,m,2
пёс,пёс,S,3,1,3,0.0126,1415,138,74146,0,0.0039,0,0,1378,257,m,1
медведя,медведь,S,7,3,4,0.0199,1168.8,250,4254,0,0.0106,1,0,430,188,m,1
мяса,мясо,S,4,2,4,0.0378,1273.33,250,11724,0,0.022,0,0,2752,91,f,2
мышка,мышка,S,5,2,3,0.0496,1213.67,262,14258,1,0.0484,0,0,1012,62,f,1
цветов,цветы,S,6,2,4,0.0255,1783,382,6544,0,0.0217,0,0,1012,92,m,1
горшок,горшок,S,6,2,2,0.0123,560,924,5500,0,0.0063,0,0,1722,319,f,1
посадили,посадить,V,8,4,4,0.0227,1677.5,158,10498,0,0.0323,0,0,1148,124,f,2
певчие,певчий,A,6,2,3,0.0509,958.6,198,180,1,0.012,0,1,16218,83,m,2
пищат,пищать,V,5,2,2,0.0521,1233.5,242,4278,0,0.0139,0,0,5876,72,f,1
клубни,клубень,S,6,2,2,0.0566,1067.5,352,7266,0,0.0323,1,0,570,62,f,3
хватается,хвататься,V,9,4,2,0.0157,1102.75,230,62596,1,0.0157,0,0,1016,254,m,1
хвостиком,хвостик,S,9,3,3,0.0477,1196.25,234,22018,1,0.0533,0,0,1016,75,m,1
выполняет,выполнять,V,9,4,4,0.0215,1337.67,238,98,1,0.0058,0,1,18790,172,f,1
щёку,щека,S,4,2,3,0.0305,960.5,282,7372,0,0.029,0,0,1016,138,m,2
бывал,быть,V,5,2,4,0.017,1608,304,11170,0,0.0037,0,0,2396,267,f,1
сел,садиться,V,3,1,4,0.019,532.33,318,2766,0,0.0108,1,0,646,185,f,2
жужжит,жужжать,V,6,2,2,0.0272,633.75,330,25798,1,0.0303,0,0,1016,132,f,1
тракторист,тракторист,S,10,3,2,0.0501,924.5,336,21846,1,0.0476,0,0,1016,84,f,3
своё,свое,A,4,2,5,0.0422,1390.4,322,18470,1,0.0392,1,0,830,102,f,3
небось,небось,ADV,6,2,3,0.0127,1438.33,96,75582,0,0.0117,0,0,1020,257,m,1
возмущала,возмущать,V,9,4,1,0.0452,741.75,186,8392,0,0.0238,0,0,1284,84,f,2
дощечке,дощечка,S,7,3,2,0.0316,1599.5,248,1724,0,0.0167,0,0,1264,120,f,3
увидала,увидать,V,7,3,3,0.0546,1463.75,201,101,1,0.0128,0,1,9875,78,f,3
певчие,певчий,A,6,2,3,0.0599,1078,162,13756,1,0.0345,0,1,1200,58,f,2
называется,называться,V,10,5,5,0.0373,722.8,162,18786,1,0.0526,0,0,1022,95,f,2
ухаживали,ухаживать,V,9,5,3,0.0478,1275,166,13872,1,0.037,0,0,1022,81,m,1
льдам,лед,S,5,2,1,0.0527,1169.67,200,12508,1,0.0152,0,1,4336,66,f,3
шуба,шуба,S,4,2,3,0.0594,1004.33,246,20590,1,0.013,0,1,1216,77,f,2
возмущала,возмущать,V,9,4,1,0.0175,1141.33,418,14598,0,0.0168,0,0,1022,179,f,1
чернильницу,чернильница,S,11,4,2,0.0308,861.33,182,32844,1,0.0217,0,0,1026,138,m,2
тракторист,тракторист,S,10,3,2,0.0608,616.67,348,18160,1,0.0435,0,0,1026,69,f,2
