modern_name,old_name_sep,id
"Николай, арх.","Николай, арх.",2101
"Николич, А. И.","Николичъ, А. И.",1591
"Никольский, А.","Никольскій, А.",2259
"Никольский, А. А.","Никольскій, А. А.",169
"Никольский, А. С.","Никольскій, А. С.",169
"Никольский, П. А.","Никольскій, П. А.",190
"Никонов, В. Я.","Никоновъ, В. Я.",323
"Нисселович, Л. Н.","Нисселовичъ, Л. Н.",1591
"Новгородская, А. И.","Новгородская, А. И.",2276
"Новгородская, А. И.","Новгородская, А. И.",2303
"Новиков, А.","Новиковъ, А.",2314
"Новиков, И. П.","Новиковъ, И. П.",923
"Новиков, И. П.","Новиковъ, И. П.",1699
"Новиков, Н. В.","Новиковъ, Н. В.",1975
"Новиков, Н. И.","Новиковъ, Н. И.",6
"Новиков, Н. И.","Новиковъ, Н. И.",23
"Новиков, Н. И.","Новиковъ, Н. И.",28
"Новиков, Н. И.","Новиковъ, Н. И.",30
"Новиков, Н. И.","Новиковъ, Н. И.",32
"Новиков, Н. И.","Новиковъ, Н. И.",38
"Новиков, Н. И.","Новиковъ, Н. И.",39
"Новиков, Н. И.","Новиковъ, Н. И.",40
"Новиков, Н. И.","Новиковъ, Н. И.",46
"Новиков, Н. И.","Новиковъ, Н. И.",48
"Новиков, Н. И.","Новиковъ, Н. И.",49
"Новиков, Н. И.","Новиковъ, Н. И.",51
"Новиков, Н. И.","Новиковъ, Н. И.",52
"Новиков, Н. И.","Новиковъ, Н. И.",56
"Новиков, Н. И.","Новиковъ, Н. И.",61
"Новиков, Н. И.","Новиковъ, Н. И.",62
"Новиков, Н. И.","Новиковъ, Н. И.",72
"Новиков, Н. И.","Новиковъ, Н. И.",76
"Новиков, Н. И.","Новиковъ, Н. И.",78
"Новицкий, А. П.","Новицкій, А. П.",2206
"Новицкий, П. В.","Новицкій, П. В.",1085
"Новицкий, П. В.","Новицкій, П. В.",1356
"Новицкий, Ф. О.","Новицкій, Ф. О.",1518
"Новоселов, С.","Новоселовъ, С.",548
"Новосельский, К. Н.","Новосельскій, К. Н.",2619
"Новосельский, М. К.","Новосельскій, М. К.",2858
"Носвицкая, Е.","Носвицкая, Е.",1812
"Нотович, О.","Нотовичъ, О.",1070
"Нотович, О. П.","Нотовичъ, О. П.",964
"Нотович, О. П.","Нотовичъ, О. П.",1085
"Нотович, О. П.","Нотовичъ, О. П.",2053
"Ноццолини, Л. П.","Ноццолини, Л. П.",1849
"Облеухов, Н. Д.","Облеуховъ, Н. Д.",2721
"Обнорский, П. А.","Обнорскій, П. А.",2092
"Ободовский, А.","Ободовскій, А.",346
"Оболенский, А.","Оболенскій, А.",614
"Оболенский, В. В., кн.","Оболенскій, В. В., кн.",1234
"Оболенский, В. В., кн.","Оболенскій, В. В., кн.",1247
"Оболенский, В., князь","Оболенскій, В., князь",1105
"Оболенский, Д. Д.","Оболенскій, Д. Д.",2116
"Оболенский, Л. Е.","Оболенскій, Л. Е.",1394
"Оболенский, Л. Е.","Оболенскій, Л. Е.",1431
"Оболенский, Н., князь","Оболенскій, Н., князь",1157
"Образцов, А.","Образцовъ, А.",484
"Обронпальский, И. Ф.","Обронпальскій, І. Ф.",1375
"Обронпальский, И. Ф.","Обронпальскій, І. Ф.",1440
"Обручев, Н. Н.","Обручевъ, Н. Н.",566
"Овсянико-Куликовский, Д.","Овсянико-Куликовскій, Д.",2240
"Овсяников, Н. Н.","Овсяниковъ, Н. Н.",1670
"Овсяников, Ф. В.","Овсяниковъ, Ф. В.",2032
"Огильви, А. А.","Огильви, А. А.",452
"Огнев, Д. Ф.","Огневъ, Д. Ф.",2636
"Огородников, Е. К.","Огородниковъ, Е. К.",426
"Огуз, П. Р.","Огузъ, П. Р.",2321
"Одоевский, В. Ф., князь","Одоевскій, В. Ѳ., князь",366
"Одоевский, князь","Одоевскій, князь",312
"Одынец, Э. И.","Одынецъ, Э. И.",441
Оже,Оже,586
"Озерецковский, Н. Я., акад.","Озерецковскій, Н. Я., акад.",45
"Озерецковский, Н. Я., акад.","Озерецковскій, Н. Я., акад.",64
"Озерецковский, Н. Я., акад.","Озерецковскій, Н. Я., акад.",68
"Озерецковский, Н. Я., акад.","Озерецковскій, Н. Я., акад.",133
"Озеров, С. В.","Озеровъ, С. В.",2358
"Озмидов, М.","Озмидовъ, М.",1497
"Озмидов, М.","Озмидовъ, М.",1603
"Озмидов, М. П.","Озмидовъ, М. П.",1001
"Ознобишин, Д.","Ознобишинъ, Д.",1679
"Ознобишин, Д. П.","Ознобишинъ, Д. П.",306
"Окороков, В. И.","Окороковъ, В. И.",6
"Окороков, В. И.","Окороковъ, В. И.",87
"Окороков, В. И.","Окороковъ, В. И.",91
"Окрейц, В. А.","Окрейцъ, В. А.",1427
"Окрейц, С. С.","Окрейцъ, С. С.",320
"Окрейц, С. С.","Окрейцъ, С. С.",895
"Окрейц, С. С.","Окрейцъ, С. С.",1071
"Окрейц, С. С.","Окрейцъ, С. С.",1108
"Окрейц, С. С.","Окрейцъ, С. С.",1371
"Окрейц, С. С.","Окрейцъ, С. С.",1427
"Окрейц, С. С.","Окрейцъ, С. С.",1427
"Окрейц, С. С.","Окрейцъ, С. С.",1510
"Окс, Б. А.","Оксъ, Б. А.",2148
"Окс, Б. А.","Оксъ, Б. А.",2656
"Оленин, А. Н.","Оленинъ, А. Н.",206
"Оленин, Н.","Оленинъ, Н.",1127
"Олесницкий, А. А., проф.","Олесницкій, А. А., проф.",669
"Олесницкий, М. А.","Олесницкій, М. А.",1582
"Олин, В. И.","Олинъ, В. И.",251
"Олин, В. И.","Олинъ, В. И.",263
"Олин, В. И.","Олинъ, В. И.",323
"Олферьев, Н.","Олферьевъ, Н.",1083
"Ольдерогге, В.","Ольдерогге, В.",1953
"Ольхин, М. Д.","Ольхинъ, М. Д.",206
"Ольхин, П. М.","Ольхинъ, П. М.",276
"Ольхин, П. М.","Ольхинъ, П. М.",679
"Ольхин, П. М.","Ольхинъ, П. М.",736
"Ольхин, П. М.","Ольхинъ, П. М.",1828
"Ольхин, П. М.","Ольхинъ, П. М.",1865
"Ольхин, П. М.","Ольхинъ, П. М.",1916
"Ольхин, П. М.","Ольхинъ, П. М.",2469
"Ольхин, П. М.","Ольхинъ, П. М.",2747
"Ольхин, П. М.","Ольхинъ, П. М.",2752
"Орда, Х. М.","Орда, Х. М.",369
"Орда, Х. М.","Орда, Х. М.",1117
"Орешников, А. В.","Орѣшниковъ, А. В.",837
"Орешников, А. В.","Орѣшниковъ, А. В.",2226
"Орешников, А. В.","Орѣшниковъ, А. В.",2226
Оржевский,Оржевскій,312
"Ория-Ошменец, Ф.","Орія-Ошменецъ, Ф.",231
"Ория-Ошменец, Ф.","Орія-Ошменецъ, Ф.",244
"Орлов, Л. В.","Орловъ, Л. В.",2467
"Орлов, Ф.","Орловъ, Ѳ.",1446
"Орлова, М.","Орлова, М.",2289
"Орловский, А. И.","Орловскій, А. И.",2363
"Орловский, А. И.","Орловскій, А. И.",2363
"Орловский, Н. А.","Орловскій, Н. А.",2363
"Орнатский, П. И.","Орнатскій, П. И.",1429
"Орнатский, Ф., свящ.","Орнатскій, Ф., свящ.",2443
"Орнштейн, С. С.","Орнштейнъ, С. С.",985
"Оршанский, И. Г.","Оршанскій, И. Г.",985
"Осетров, А. А.","Осетровъ, А. А.",951
Осинин,Осининъ,1159
"Осипов, А.","Осиповъ, А.",995
"Осипов, А. И.","Осиповъ, А. И.",2033
"Осипов, А. И.","Осиповъ, А. И.",2436
"Осипов, А. И.","Осиповъ, А. И.",2581
"Осипов, А. И.","Осиповъ, А. И.",2660
"Осипов, А. И.","Осиповъ, А. И.",2733
"Осипов, А. И.","Осиповъ, А. И.",2743
"Осипов, Е.","Осиповъ, Е.",1008
"Осипов, Н. П.","Осиповъ, Н. П.",113
"Остен-Сакен, О. Р.","Остенъ-Сакенъ, О. Р.",840
"Остен-Сакен, О. Р.","Остенъ-Сакенъ, О. Р.",906
"Остоджев, Д. М.","Остоджевъ, Д. М.",2561
"Остолопов, Е. В.","Остолоповъ, Е. В.",2053
"Остолопов, Е. В.","Остолоповъ, Е. В.",2275
"Остолопов, Н. Ф.","Остолоповъ, Н. Ѳ.",157
"Остолопов, Н. Ф.","Остолоповъ, Н. Ѳ.",258
"Островский, П. Н.","Островскій, П. Н.",1267
"Острогорский, А. Н.","Острогорскій, А. Н.",850
"Острогорский, А. Н.","Острогорскій, А. Н.",979
"Острогорский, А. Н.","Острогорскій, А. Н.",988
"Острогорский, А. Н.","Острогорскій, А. Н.",1087
"Острогорский, А. Я.","Острогорскій, А. Я.",2195
"Острогорский, В.","Острогорскій, В.",2191
"Острогорский, В. П.","Острогорскій, В. П.",901
"Острогорский, В. П.","Острогорскій, В. П.",1087
"Остроградский, А.","Остроградскій, А. Ѳ.",2737
"Острожинский, И. И.","Острожинскій, И. И.",2227
Остроменецкий,"Остроменецкій, Ѳ.",598
"Остроумов, Н. П.","Остроумовъ, Н. П.",1784
"Отоцкий, И. В.","Отоцкій, И. В.",2761
"Отт, Д. О.","Оттъ, Д. О.",1878
"Отт, Д. О.","Оттъ, Д. О.",1878
"Отто, В. А.","Отто, В. А.",1869
"Отто, П. В.","Отто, П. В.",2156
"Офросимов, П. П.","Офросимовъ, П. П.",1256
"Охочинский, В.","Охочинскій, В.",840
"Охочинский, П. В.","Охочинскій, П. В.",908
"Очкин, А. Н.","Очкинъ, А. Н",3
"Ошурков, В. А.","Ошурковъ, В. А.",1537
"Ошурков, В. А.","Ошурковъ, В. А.",1842
"Паас, К. К.","Паасъ, К. К.",1895
"Павани, И. И.","Павани, І. І.",2452
"Павани, И. И.","Павани, І. І.",2782
"Павленков, Ф. Ф.","Павленковъ, Ф. Ф.",910
"Павлищев, Л.","Павлищевъ, Л.",595
"Павлищев, Н.","Павлищевъ, Н.",797
"Павлов, А.","Павловъ, А.",1446
"Павлов, А. И.","Павловъ, А. И.",1816
"Павлов, А. С.","Павловъ, А. С.",905
"Павлов, Д.","Павловъ, Д.",993
"Павлов, Е. В.","Павловъ, Е. В.",997
"Павлов, И.","Павловъ, И.",1425
"Павлов, И. Н.","Павловъ, И. Н.",815
"Павлов, М. Г.","Павловъ, М. Г.",300
"Павлов, М. Г.","Павловъ, М. Г.",313
"Павлов, М. Г.","Павловъ, М. Г.",381
"Павлов, Н. Д.","Павловъ, Н. Д.",1407
"Павлов, Н. Ф.","Павловъ, Н. Ф.",652
"Павлов, Н. Ф.","Павловъ, Н. Ф.",815
"Павловский, Е. С.","Павловскій, Е. С.",848
"Павлушков, С. Н.","Павлушковъ, С. Н.",2703
"Пагирев, Д. Д.","Пагиревъ, Д. Д.",1112
"Пазухин, А. М.","Пазухинъ, А. М.",621
"Пазухин, Н. Д.","Пазухинъ, Н. Д.",1263
"Палимпсестов, И.","Палимпсестовъ, И.",444
"Палимпсестов, И.","Палимпсестовъ, И.",648
"Палферов, Я. Я.","Палферовъ, Я. Я.",1982
"Пальм, А. И.","Пальмъ, А. И.",1624
"Пальм, А. И.","Пальмъ, А. И.",1650
"Пальм, Г. А.","Пальмъ, Г. А.",2462
"Пальм, Р.","Пальмъ, Р.",2322
"Панаев, И. И.","Панаевъ, И. И.",366
"Панафидин, А.","Панафидинъ, А.",1550
"Панов, В.","Пановъ, В.",1613
"Панов, В. А.","Пановъ, В. А.",2174
"Панов, В. А.","Пановъ, В. А.",2174
"Панова, Е. А.","Панова, Е. А.",2174
"Панова, Е. А.","Панова, Е. А.",2174
"Пантелеев, Г. Ф.","Пантелеевъ, Г. Ф.",2095
"Пантеровский, С.","Пантеровскій, С.",1434
"Пантусов, А.","Пантусовъ, А.",1263
"Паской, Ф. Н.","Паской, Ѳ. Н.",1997
"Пассек, Т. П.","Пассекъ, Т. П.",1419
"Пастернацкий, Ф. И.","Пастернацкій, Ѳ. И.",2636
"Пастухов, В. И.","Пастуховъ, В. И.",1684
"Пастухов, В. Н.","Пастуховъ, В. Н.",1492
"Пастухов, В. Н.","Пастуховъ, В. Н.",1985
"Пастухов, Н. И.","Пастуховъ, Н. И.",1296
"Пастухов, Н. И.","Пастуховъ, Н. И.",1492
"Пастухов, Н. И.","Пастуховъ, Н. И.",1562
"Пастухов, Н. И.","Пастуховъ, Н. И.",1637
"Пастухов, Н. И.","Пастуховъ, Н. И.",1984
"Пастухов, Н. И.","Пастуховъ, Н. И.",1985
"Пастухов, Н. И.","Пастуховъ, Н. И.",2107
Пасьянский,Пасьянскій,565
Паули Ф. Ф.,"Паули, Ѳ. Ѳ.",990
"Паули, А. Ф.","Паули, А. Ф.",952
"Паули, А. Ф.","Паули, А. Ф.",992
"Паульсон, И. И.","Паульсонъ, І. И.",709
"Пахитонов, И.","Пахитоновъ, И.",1089
"Пахман, И.","Пахманъ, І.",1192
"Пахомов, В. Н.","Пахомовъ, В. Н.",475
